factor,level,p_top,p_bottom,bootstrap_B,model,context,framing
profession,paramedic,0.0,0.0,300,llama,neutral,context
profession,pharmacist,0.0,0.0,300,llama,neutral,context
profession,plumber,0.0,0.0,300,llama,neutral,context
profession,police officer,0.0,0.0,300,llama,neutral,context
profession,real estate agent,0.0,0.0,300,llama,neutral,context
profession,registered nurse,0.0,0.0,300,llama,neutral,context
profession,social worker,0.0,0.0,300,llama,neutral,context
profession,truck driver,0.0,0.0,300,llama,neutral,context
profession,veterinarian,0.0,0.0,300,llama,neutral,context
profession,waiter,0.0,0.0,300,llama,neutral,context
country,Argentina,0.9966666666666667,0.0,300,llama,neutral,context
country,Brazil,0.0,0.0,300,llama,neutral,context
country,Canada,0.0,0.0,300,llama,neutral,context
country,China,0.0,0.0,300,llama,neutral,context
country,Egypt,0.0,0.17,300,llama,neutral,context
country,France,0.0,0.0,300,llama,neutral,context
country,Germany,0.0,0.0,300,llama,neutral,context
country,India,0.0,0.0,300,llama,neutral,context
country,Italy,0.0,0.0,300,llama,neutral,context
country,Japan,0.0,0.0,300,llama,neutral,context
country,Kenya,0.0,0.0,300,llama,neutral,context
country,Mexico,0.0,0.0,300,llama,neutral,context
country,Morocco,0.0,0.09,300,llama,neutral,context
country,Nigeria,0.0,0.0,300,llama,neutral,context
country,Pakistan,0.0,0.0,300,llama,neutral,context
country,Poland,0.0,0.0,300,llama,neutral,context
country,South Africa,0.0033333333333333335,0.0,300,llama,neutral,context
country,South Korea,0.0,0.0,300,llama,neutral,context
country,Turkey,0.0,0.74,300,llama,neutral,context
country,USA,0.0,0.0,300,llama,neutral,context
profession,accountant,0.0,0.0,300,gemma,neutral,original
profession,administrative assistant,0.0,0.0,300,gemma,neutral,original
profession,architect,0.0,0.0,300,gemma,neutral,original
profession,bank teller,0.0,0.0,300,gemma,neutral,original
profession,business manager,0.0,0.0,300,gemma,neutral,original
profession,cashier,0.0,0.0,300,gemma,neutral,original
profession,chef,0.0,0.0,300,gemma,neutral,original
profession,civil engineer,0.0,0.0,300,gemma,neutral,original
profession,computer programmer,0.0,0.0,300,gemma,neutral,original
profession,construction worker,0.0,0.0,300,gemma,neutral,original
profession,doctor,0.0,0.0,300,gemma,neutral,original
profession,electrician,0.0,0.0,300,gemma,neutral,original
profession,elementary school teacher,0.19333333333333333,0.0,300,gemma,neutral,original
profession,farmer,0.0,0.0,300,gemma,neutral,original
profession,flight attendant,0.73,0.0,300,gemma,neutral,original
profession,hairdresser,0.0,0.0,300,gemma,neutral,original
profession,janitor,0.0,0.0,300,gemma,neutral,original
profession,journalist,0.0,0.0,300,gemma,neutral,original
profession,lawyer,0.0,0.0,300,gemma,neutral,original
profession,mechanic,0.0,0.0,300,gemma,neutral,original
profession,paramedic,0.0,0.0,300,gemma,neutral,original
profession,pharmacist,0.0,0.0,300,gemma,neutral,original
profession,plumber,0.0,0.0,300,gemma,neutral,original
profession,police officer,0.0,0.6433333333333333,300,gemma,neutral,original
profession,real estate agent,0.0,0.0,300,gemma,neutral,original
profession,registered nurse,0.07,0.0,300,gemma,neutral,original
profession,social worker,0.006666666666666667,0.0,300,gemma,neutral,original
profession,truck driver,0.0,0.3566666666666667,300,gemma,neutral,original
profession,veterinarian,0.0,0.0,300,gemma,neutral,original
profession,waiter,0.0,0.0,300,gemma,neutral,original
country,Argentina,0.0,0.0,300,gemma,neutral,original
country,Brazil,0.013333333333333334,0.0,300,gemma,neutral,original
country,Canada,0.7066666666666667,0.0,300,gemma,neutral,original
country,China,0.0,0.0,300,gemma,neutral,original
country,Egypt,0.0,0.006666666666666667,300,gemma,neutral,original
country,France,0.0,0.0,300,gemma,neutral,original
country,Germany,0.0,0.0,300,gemma,neutral,original
country,India,0.0,0.0,300,gemma,neutral,original
country,Italy,0.0,0.0,300,gemma,neutral,original
country,Japan,0.0,0.0,300,gemma,neutral,original
country,Kenya,0.0,0.0,300,gemma,neutral,original
country,Mexico,0.28,0.0,300,gemma,neutral,original
country,Morocco,0.0,0.0,300,gemma,neutral,original
country,Nigeria,0.0,0.0033333333333333335,300,gemma,neutral,original
country,Pakistan,0.0,0.016666666666666666,300,gemma,neutral,original
country,Poland,0.0,0.023333333333333334,300,gemma,neutral,original
country,South Africa,0.0,0.0,300,gemma,neutral,original
country,South Korea,0.0,0.0,300,gemma,neutral,original
country,Turkey,0.0,0.0,300,gemma,neutral,original
country,USA,0.0,0.95,300,gemma,neutral,original
profession,accountant,0.0,0.0,300,gemma,neutral,context
profession,administrative assistant,0.0,0.0,300,gemma,neutral,context
profession,architect,0.0,0.0,300,gemma,neutral,context
profession,bank teller,0.0,0.0,300,gemma,neutral,context
profession,business manager,0.0,0.0,300,gemma,neutral,context
profession,cashier,0.0,0.0,300,gemma,neutral,context
profession,chef,0.0,0.0,300,gemma,neutral,context
profession,civil engineer,0.0,0.0,300,gemma,neutral,context
profession,computer programmer,0.0,0.0,300,gemma,neutral,context
profession,construction worker,0.0,0.0,300,gemma,neutral,context
profession,doctor,0.0,0.0,300,gemma,neutral,context
profession,electrician,0.0,0.0,300,gemma,neutral,context
profession,elementary school teacher,0.0,0.0,300,gemma,neutral,context
profession,farmer,0.0,0.0,300,gemma,neutral,context
profession,flight attendant,0.0,0.0,300,gemma,neutral,context
profession,hairdresser,0.0,0.0,300,gemma,neutral,context
profession,janitor,0.0,0.0,300,gemma,neutral,context
profession,journalist,0.0,0.0,300,gemma,neutral,context
profession,lawyer,0.0,0.0,300,gemma,neutral,context
profession,mechanic,0.0,0.0,300,gemma,neutral,context
profession,paramedic,0.0,0.0,300,gemma,neutral,context
profession,pharmacist,0.0,0.0,300,gemma,neutral,context
profession,plumber,0.0,0.0,300,gemma,neutral,context
profession,police officer,0.0,0.9033333333333333,300,gemma,neutral,context
profession,real estate agent,0.0,0.0,300,gemma,neutral,context
profession,registered nurse,0.0,0.0,300,gemma,neutral,context
profession,social worker,1.0,0.0,300,gemma,neutral,context
profession,truck driver,0.0,0.09666666666666666,300,gemma,neutral,context
profession,veterinarian,0.0,0.0,300,gemma,neutral,context
profession,waiter,0.0,0.0,300,gemma,neutral,context
country,Argentina,0.0,0.0,300,gemma,neutral,context
country,Brazil,0.12,0.0,300,gemma,neutral,context
country,Canada,0.0,0.0,300,gemma,neutral,context
country,China,0.0,0.0,300,gemma,neutral,context
country,Egypt,0.0,0.0033333333333333335,300,gemma,neutral,context
country,France,0.0,0.0,300,gemma,neutral,context
country,Germany,0.0,0.0,300,gemma,neutral,context
country,India,0.0,0.0,300,gemma,neutral,context
country,Italy,0.0,0.0,300,gemma,neutral,context
country,Japan,0.0,0.0,300,gemma,neutral,context
country,Kenya,0.49,0.0,300,gemma,neutral,context
country,Mexico,0.0,0.0,300,gemma,neutral,context
country,Morocco,0.0,0.0,300,gemma,neutral,context
country,Nigeria,0.0,0.0,300,gemma,neutral,context
country,Pakistan,0.0,0.0,300,gemma,neutral,context
country,Poland,0.0,0.41333333333333333,300,gemma,neutral,context
country,South Africa,0.39,0.0,300,gemma,neutral,context
country,South Korea,0.0,0.0,300,gemma,neutral,context
country,Turkey,0.0,0.04666666666666667,300,gemma,neutral,context
country,USA,0.0,0.5366666666666666,300,gemma,neutral,context
profession,accountant,0.0,0.0,300,qwen,neutral,original
profession,administrative assistant,0.0,0.0,300,qwen,neutral,original
profession,architect,0.0,0.0,300,qwen,neutral,original
profession,bank teller,0.0,0.0,300,qwen,neutral,original
profession,business manager,0.0,0.0,300,qwen,neutral,original
profession,cashier,0.0,0.0,300,qwen,neutral,original
profession,chef,0.0,0.0,300,qwen,neutral,original
profession,civil engineer,0.0,0.0,300,qwen,neutral,original
profession,computer programmer,0.0,0.0,300,qwen,neutral,original
profession,construction worker,0.0,0.0,300,qwen,neutral,original
profession,doctor,0.5966666666666667,0.0,300,qwen,neutral,original
profession,electrician,0.0,0.0,300,qwen,neutral,original
profession,elementary school teacher,0.0,0.0,300,qwen,neutral,original
profession,farmer,0.0,0.0,300,qwen,neutral,original
profession,flight attendant,0.0,0.0,300,qwen,neutral,original
profession,hairdresser,0.0,0.0,300,qwen,neutral,original
profession,janitor,0.0,0.4066666666666667,300,qwen,neutral,original
profession,journalist,0.0,0.0,300,qwen,neutral,original
profession,lawyer,0.38666666666666666,0.0,300,qwen,neutral,original
profession,mechanic,0.0,0.0,300,qwen,neutral,original
profession,paramedic,0.0,0.0,300,qwen,neutral,original
profession,pharmacist,0.0,0.0,300,qwen,neutral,original
profession,plumber,0.0,0.0,300,qwen,neutral,original
profession,police officer,0.016666666666666666,0.0,300,qwen,neutral,original
profession,real estate agent,0.0,0.0,300,qwen,neutral,original
profession,registered nurse,0.0,0.0,300,qwen,neutral,original
profession,social worker,0.0,0.0,300,qwen,neutral,original
profession,truck driver,0.0,0.5933333333333334,300,qwen,neutral,original
profession,veterinarian,0.0,0.0,300,qwen,neutral,original
profession,waiter,0.0,0.0,300,qwen,neutral,original
country,Argentina,0.0,0.0,300,qwen,neutral,original
country,Brazil,0.0,0.0,300,qwen,neutral,original
country,Canada,0.9566666666666667,0.0,300,qwen,neutral,original
country,China,0.0,0.0,300,qwen,neutral,original
country,Egypt,0.0,0.19,300,qwen,neutral,original
country,France,0.04,0.0,300,qwen,neutral,original
country,Germany,0.0,0.0,300,qwen,neutral,original
country,India,0.0,0.0,300,qwen,neutral,original
country,Italy,0.0,0.0,300,qwen,neutral,original
country,Japan,0.0,0.0,300,qwen,neutral,original
country,Kenya,0.0,0.0,300,qwen,neutral,original
country,Mexico,0.0,0.0,300,qwen,neutral,original
country,Morocco,0.0,0.8066666666666666,300,qwen,neutral,original
country,Nigeria,0.0,0.0,300,qwen,neutral,original
country,Pakistan,0.0,0.0033333333333333335,300,qwen,neutral,original
country,Poland,0.0,0.0,300,qwen,neutral,original
country,South Africa,0.0033333333333333335,0.0,300,qwen,neutral,original
country,South Korea,0.0,0.0,300,qwen,neutral,original
country,Turkey,0.0,0.0,300,qwen,neutral,original
country,USA,0.0,0.0,300,qwen,neutral,original
profession,accountant,0.0,0.0,300,qwen,neutral,context
profession,administrative assistant,0.0,0.0,300,qwen,neutral,context
profession,architect,0.0,0.0,300,qwen,neutral,context
profession,bank teller,0.0,0.0,300,qwen,neutral,context
profession,business manager,0.0,0.0,300,qwen,neutral,context
profession,cashier,0.0,0.0,300,qwen,neutral,context
profession,chef,0.0,0.0,300,qwen,neutral,context
profession,civil engineer,0.0,0.0,300,qwen,neutral,context
profession,computer programmer,0.0,0.0,300,qwen,neutral,context
profession,construction worker,0.0,0.3566666666666667,300,qwen,neutral,context
profession,doctor,0.8533333333333334,0.0,300,qwen,neutral,context
profession,electrician,0.0,0.0,300,qwen,neutral,context
profession,elementary school teacher,0.0,0.0,300,qwen,neutral,context
profession,farmer,0.0,0.0,300,qwen,neutral,context
profession,flight attendant,0.0,0.0,300,qwen,neutral,context
profession,hairdresser,0.0,0.0,300,qwen,neutral,context
profession,janitor,0.0,0.0,300,qwen,neutral,context
profession,journalist,0.006666666666666667,0.0,300,qwen,neutral,context
profession,lawyer,0.056666666666666664,0.0,300,qwen,neutral,context
profession,mechanic,0.0,0.0,300,qwen,neutral,context
profession,paramedic,0.0,0.0,300,qwen,neutral,context
profession,pharmacist,0.0,0.0,300,qwen,neutral,context
profession,plumber,0.0,0.0,300,qwen,neutral,context
profession,police officer,0.0,0.0,300,qwen,neutral,context
profession,real estate agent,0.0,0.0,300,qwen,neutral,context
profession,registered nurse,0.0,0.0,300,qwen,neutral,context
profession,social worker,0.08333333333333333,0.0,300,qwen,neutral,context
profession,truck driver,0.0,0.6433333333333333,300,qwen,neutral,context
profession,veterinarian,0.0,0.0,300,qwen,neutral,context
profession,waiter,0.0,0.0,300,qwen,neutral,context
country,Argentina,0.0,0.0,300,qwen,neutral,context
country,Brazil,0.0,0.0,300,qwen,neutral,context
country,Canada,0.0,0.0,300,qwen,neutral,context
country,China,0.0,0.5933333333333334,300,qwen,neutral,context
country,Egypt,0.0,0.0,300,qwen,neutral,context
country,France,0.0033333333333333335,0.0,300,qwen,neutral,context
country,Germany,0.0,0.0,300,qwen,neutral,context
country,India,0.0,0.0,300,qwen,neutral,context
country,Italy,0.0,0.0,300,qwen,neutral,context
country,Japan,0.0,0.0,300,qwen,neutral,context
country,Kenya,0.0,0.0,300,qwen,neutral,context
country,Mexico,0.0,0.0,300,qwen,neutral,context
country,Morocco,0.0,0.0,300,qwen,neutral,context
country,Nigeria,0.9966666666666667,0.0,300,qwen,neutral,context
country,Pakistan,0.0,0.0,300,qwen,neutral,context
country,Poland,0.0,0.006666666666666667,300,qwen,neutral,context
country,South Africa,0.0,0.0,300,qwen,neutral,context
country,South Korea,0.0,0.0,300,qwen,neutral,context
country,Turkey,0.0,0.4,300,qwen,neutral,context
country,USA,0.0,0.0,300,qwen,neutral,context
profession,accountant,0.0,0.0,300,ministral,neutral,original
profession,administrative assistant,0.0,0.0,300,ministral,neutral,original
profession,architect,0.0,0.0,300,ministral,neutral,original
profession,bank teller,0.0,0.0,300,ministral,neutral,original
profession,business manager,0.0,0.0,300,ministral,neutral,original
profession,cashier,0.0,0.0,300,ministral,neutral,original
profession,chef,0.0,0.0,300,ministral,neutral,original
profession,civil engineer,0.0,0.0,300,ministral,neutral,original
profession,computer programmer,0.0,0.0,300,ministral,neutral,original
profession,construction worker,0.0,0.0,300,ministral,neutral,original
profession,doctor,0.0,0.0,300,ministral,neutral,original
profession,electrician,0.0,0.0,300,ministral,neutral,original
profession,elementary school teacher,0.0,0.0,300,ministral,neutral,original
profession,farmer,0.0,0.0,300,ministral,neutral,original
profession,flight attendant,0.0,0.0,300,ministral,neutral,original
profession,hairdresser,0.0,0.0,300,ministral,neutral,original
profession,janitor,0.0,0.27666666666666667,300,ministral,neutral,original
profession,journalist,0.0,0.0,300,ministral,neutral,original
profession,lawyer,0.0,0.0,300,ministral,neutral,original
profession,mechanic,0.0,0.0,300,ministral,neutral,original
profession,paramedic,0.0,0.0,300,ministral,neutral,original
profession,pharmacist,0.0,0.0,300,ministral,neutral,original
profession,plumber,0.0,0.0,300,ministral,neutral,original
profession,police officer,0.0,0.0,300,ministral,neutral,original
profession,real estate agent,0.0,0.0,300,ministral,neutral,original
profession,registered nurse,0.0,0.0,300,ministral,neutral,original
profession,social worker,1.0,0.0,300,ministral,neutral,original
profession,truck driver,0.0,0.7233333333333334,300,ministral,neutral,original
profession,veterinarian,0.0,0.0,300,ministral,neutral,original
profession,waiter,0.0,0.0,300,ministral,neutral,original
country,Argentina,0.006666666666666667,0.0,300,ministral,neutral,original
country,Brazil,0.0,0.0,300,ministral,neutral,original
country,Canada,0.9933333333333333,0.0,300,ministral,neutral,original
country,China,0.0,0.0,300,ministral,neutral,original
country,Egypt,0.0,0.69,300,ministral,neutral,original
country,France,0.0,0.0,300,ministral,neutral,original
country,Germany,0.0,0.0,300,ministral,neutral,original
country,India,0.0,0.0,300,ministral,neutral,original
country,Italy,0.0,0.0,300,ministral,neutral,original
country,Japan,0.0,0.0,300,ministral,neutral,original
country,Kenya,0.0,0.0,300,ministral,neutral,original
country,Mexico,0.0,0.0,300,ministral,neutral,original
country,Morocco,0.0,0.0,300,ministral,neutral,original
country,Nigeria,0.0,0.0,300,ministral,neutral,original
country,Pakistan,0.0,0.31,300,ministral,neutral,original
country,Poland,0.0,0.0,300,ministral,neutral,original
country,South Africa,0.0,0.0,300,ministral,neutral,original
country,South Korea,0.0,0.0,300,ministral,neutral,original
country,Turkey,0.0,0.0,300,ministral,neutral,original
country,USA,0.0,0.0,300,ministral,neutral,original
profession,accountant,0.0,0.0,300,ministral,neutral,context
profession,administrative assistant,0.0,0.0,300,ministral,neutral,context
profession,architect,0.0,0.0,300,ministral,neutral,context
profession,bank teller,0.0,0.0,300,ministral,neutral,context
profession,business manager,0.0,0.0,300,ministral,neutral,context
profession,cashier,0.0,0.0,300,ministral,neutral,context
profession,chef,0.0,0.0,300,ministral,neutral,context
profession,civil engineer,0.0,0.0,300,ministral,neutral,context
profession,computer programmer,0.0,0.0,300,ministral,neutral,context
profession,construction worker,0.0,0.0,300,ministral,neutral,context
profession,doctor,0.0,0.0,300,ministral,neutral,context
profession,electrician,0.0,0.0,300,ministral,neutral,context
profession,elementary school teacher,0.0,0.0,300,ministral,neutral,context
profession,farmer,0.0,0.0,300,ministral,neutral,context
profession,flight attendant,0.0,0.0,300,ministral,neutral,context
profession,hairdresser,0.0,0.0,300,ministral,neutral,context
profession,janitor,0.0,0.41333333333333333,300,ministral,neutral,context
profession,journalist,0.0033333333333333335,0.0,300,ministral,neutral,context
profession,lawyer,0.0,0.0,300,ministral,neutral,context
profession,mechanic,0.0,0.0,300,ministral,neutral,context
profession,paramedic,0.0,0.0,300,ministral,neutral,context
profession,pharmacist,0.0,0.0,300,ministral,neutral,context
profession,plumber,0.0,0.0,300,ministral,neutral,context
profession,police officer,0.0,0.0,300,ministral,neutral,context
profession,real estate agent,0.0,0.0,300,ministral,neutral,context
profession,registered nurse,0.0,0.0,300,ministral,neutral,context
profession,social worker,0.9966666666666667,0.0,300,ministral,neutral,context
profession,truck driver,0.0,0.5866666666666667,300,ministral,neutral,context
profession,veterinarian,0.0,0.0,300,ministral,neutral,context
profession,waiter,0.0,0.0,300,ministral,neutral,context
country,Argentina,0.0033333333333333335,0.0,300,ministral,neutral,context
country,Brazil,0.0,0.0,300,ministral,neutral,context
country,Canada,0.9966666666666667,0.0,300,ministral,neutral,context
country,China,0.0,0.03666666666666667,300,ministral,neutral,context
country,Egypt,0.0,0.0,300,ministral,neutral,context
country,France,0.0,0.0,300,ministral,neutral,context
country,Germany,0.0,0.0,300,ministral,neutral,context
country,India,0.0,0.0,300,ministral,neutral,context
country,Italy,0.0,0.0,300,ministral,neutral,context
country,Japan,0.0,0.0,300,ministral,neutral,context
country,Kenya,0.0,0.0,300,ministral,neutral,context
country,Mexico,0.0,0.0,300,ministral,neutral,context
country,Morocco,0.0,0.0,300,ministral,neutral,context
country,Nigeria,0.0,0.0,300,ministral,neutral,context
country,Pakistan,0.0,0.9633333333333334,300,ministral,neutral,context
country,Poland,0.0,0.0,300,ministral,neutral,context
country,South Africa,0.0,0.0,300,ministral,neutral,context
country,South Korea,0.0,0.0,300,ministral,neutral,context
country,Turkey,0.0,0.0,300,ministral,neutral,context
country,USA,0.0,0.0,300,ministral,neutral,context
