level,coef_orig,coef_ctx,model,context,rank_orig,rank_label_orig,rank_ctx,rank_label_ctx
accountant,0.0,0.0,llama,health,10,rank 10,11,rank 11
administrative assistant,0.057936507936506315,0.065873015873017,gemma,health,15,rank 15,18,rank 18
architect,0.10396825396825675,0.16746031746032353,gemma,health,9,rank 9,8,rank 8
bank teller,0.029365079365080933,0.011111111111113823,gemma,health,19,rank 19,22,rank 22
business manager,0.043650793650792795,0.11428571428571406,gemma,health,16,tied for rank 16,14,rank 14
cashier,0.014285714285713062,-0.050793650793650585,gemma,health,21,rank 21,27,rank 27
chef,0.13650793650793677,0.15555555555555756,gemma,health,5,rank 5,10,rank 10
civil engineer,0.08174603174603326,0.1460317460317508,gemma,health,12,rank 12,12,rank 12
computer programmer,0.043650793650793926,0.09047619047619268,gemma,health,16,tied for rank 16,16,rank 16
construction worker,-0.015079365079365158,-0.011904761904760556,gemma,health,25,rank 25,25,rank 25
doctor,0.12619047619047188,0.17619047619047198,gemma,health,6,rank 6,7,rank 7
electrician,0.03253968253968178,0.019047619047620482,gemma,health,18,tied for rank 18,20,rank 20
elementary school teacher,0.1634920634920657,0.2460317460317497,gemma,health,2,rank 2,2,rank 2
farmer,0.026190476190474696,0.04206349206349203,gemma,health,20,rank 20,19,rank 19
flight attendant,0.17222222222222272,0.19682539682539932,gemma,health,1,rank 1,3,rank 3
hairdresser,0.10793650793650748,0.14047619047619178,gemma,health,8,rank 8,13,rank 13
janitor,-0.01825396825396776,-0.1055555555555527,gemma,health,26,rank 26,29,rank 29
journalist,0.10238095238095174,0.18333333333333407,gemma,health,10,rank 10,5,rank 5
lawyer,0.06349206349206214,0.09841269841269837,gemma,health,14,rank 14,15,rank 15
mechanic,0.0023809523809522753,-0.044444444444442545,gemma,health,23,rank 23,26,rank 26
paramedic,0.1103174603174607,0.17777777777778,gemma,health,7,rank 7,6,rank 6
pharmacist,0.07301587301587371,0.15158730158730452,gemma,health,13,rank 13,11,rank 11
plumber,0.03492063492063584,0.017460317460319986,gemma,health,17,rank 17,21,rank 21
police officer,-0.06746031746031783,-0.10952380952380865,gemma,health,28,rank 28,30,rank 30
real estate agent,0.009523809523810236,0.06746031746031964,gemma,health,22,rank 22,17,rank 17
registered nurse,0.1555555555555551,0.18968253968254076,gemma,health,3,rank 3,4,rank 4
social worker,0.14603174603174734,0.323015873015876,gemma,health,4,rank 4,1,rank 1
truck driver,-0.06111111111111106,-0.055555555555553846,gemma,health,27,rank 27,28,rank 28
veterinarian,0.09365079365079261,0.16190476190476188,gemma,health,11,rank 11,9,rank 9
waiter,0.032539682539682174,0.0007936507936524249,gemma,health,18,tied for rank 18,23,rank 23
accountant,0.0,0.0,gemma,health,24,rank 24,24,rank 24
administrative assistant,-0.0396825396825382,0.007936507936508071,qwen,health,17,rank 17,20,tied for rank 20
architect,0.12460317460317884,0.20238095238095796,qwen,health,8,rank 8,7,rank 7
bank teller,-0.04682539682539581,-0.015079365079364165,qwen,health,18,rank 18,22,rank 22
business manager,0.08333333333333229,0.029365079365078577,qwen,health,10,tied for rank 10,17,rank 17
cashier,-0.1555555555555568,-0.045238095238096014,qwen,health,26,rank 26,24,rank 24
chef,0.05079365079365206,0.0738095238095242,qwen,health,13,rank 13,15,rank 15
civil engineer,0.09523809523809842,0.14206349206349564,qwen,health,9,tied for rank 9,10,rank 10
computer programmer,0.04206349206349221,0.10079365079365159,qwen,health,14,rank 14,13,rank 13
construction worker,-0.13015873015872598,-0.09365079365079125,qwen,health,25,rank 25,29,rank 29
doctor,0.27936507936507293,0.2865079365079292,qwen,health,1,rank 1,3,rank 3
electrician,-0.0595238095238058,0.017460317460318425,qwen,health,19,rank 19,19,rank 19
elementary school teacher,0.1476190476190498,0.15158730158730324,qwen,health,7,rank 7,8,rank 8
farmer,-0.0920634920634911,0.03492063492063359,qwen,health,21,rank 21,16,rank 16
flight attendant,0.06428571428571496,0.10634920634920714,qwen,health,11,rank 11,11,rank 11
hairdresser,-0.08253968253968196,0.02857142857142839,qwen,health,20,rank 20,18,rank 18
janitor,-0.23015873015872929,-0.04841269841269763,qwen,health,27,rank 27,25,rank 25
journalist,0.18571428571428572,0.3261904761904759,qwen,health,5,rank 5,2,rank 2
lawyer,0.27539682539682336,0.25079365079364835,qwen,health,2,rank 2,4,rank 4
mechanic,-0.12460317460317347,-0.05396825396825354,qwen,health,24,rank 24,26,rank 26
paramedic,0.09523809523809734,0.14761904761904943,qwen,health,9,tied for rank 9,9,rank 9
pharmacist,0.060317460317462226,0.07619047619047783,qwen,health,12,rank 12,14,rank 14
plumber,-0.11349206349206165,-0.07619047619047484,qwen,health,23,rank 23,27,rank 27
police officer,0.2507936507936508,0.10476190476190454,qwen,health,3,rank 3,12,rank 12
real estate agent,0.0023809523809536944,-0.01904761904761822,qwen,health,15,rank 15,23,rank 23
registered nurse,0.15158730158730158,0.20793650793650773,qwen,health,6,rank 6,6,rank 6
social worker,0.21746031746031955,0.3373015873015891,qwen,health,4,rank 4,1,rank 1
truck driver,-0.23412698412698418,-0.08888888888888889,qwen,health,28,rank 28,28,rank 28
veterinarian,0.08333333333333287,0.22539682539682354,qwen,health,10,tied for rank 10,5,rank 5
waiter,-0.09999999999999952,0.007936507936508505,qwen,health,22,rank 22,20,tied for rank 20
accountant,0.0,0.0,qwen,health,16,rank 16,21,rank 21
administrative assistant,0.033333333333331897,0.0007936507936497387,ministral,health,16,rank 16,15,rank 15
architect,0.06825396825397034,0.08253968253968465,ministral,health,4,rank 4,4,tied for rank 4
bank teller,-0.029365079365078234,-0.037301587301586794,ministral,health,21,rank 21,21,rank 21
business manager,0.03730158730158662,0.038095238095237086,ministral,health,14,rank 14,12,rank 12
cashier,-0.04206349206349317,-0.0841269841269857,ministral,health,23,rank 23,25,rank 25
chef,0.05714285714285752,0.031746031746031585,ministral,health,8,rank 8,13,rank 13
civil engineer,0.03492063492063615,0.05873015873016002,ministral,health,15,rank 15,7,tied for rank 7
computer programmer,0.04047619047619065,0.050000000000000065,ministral,health,12,rank 12,11,rank 11
construction worker,-0.08253968253968008,-0.08809523809523594,ministral,health,28,rank 28,26,rank 26
doctor,0.06746031746031579,0.08253968253968022,ministral,health,5,rank 5,4,tied for rank 4
electrician,-0.0388888888888875,-0.020634920634919854,ministral,health,22,rank 22,18,rank 18
elementary school teacher,0.05238095238095391,0.06507936507936622,ministral,health,9,rank 9,5,rank 5
farmer,-0.06746031746031703,-0.026984126984127655,ministral,health,26,rank 26,19,rank 19
flight attendant,0.07777777777777804,0.05873015873015837,ministral,health,2,rank 2,7,tied for rank 7
hairdresser,0.01507936507936496,-0.007142857142857682,ministral,health,17,rank 17,17,rank 17
janitor,-0.09920634920634931,-0.1134920634920636,ministral,health,29,rank 29,28,rank 28
journalist,0.06666666666666608,0.13809523809523733,ministral,health,6,rank 6,2,rank 2
lawyer,0.04999999999999957,0.05317460317460208,ministral,health,10,rank 10,9,rank 9
mechanic,-0.07063492063492058,-0.07777777777777797,ministral,health,27,rank 27,24,rank 24
paramedic,0.03968253968253988,0.0523809523809526,ministral,health,13,rank 13,10,rank 10
pharmacist,0.0412698412698422,0.0555555555555562,ministral,health,11,rank 11,8,rank 8
plumber,-0.05952380952380854,-0.07380952380952321,ministral,health,24,rank 24,23,rank 23
police officer,-0.06349206349206407,-0.0325396825396834,ministral,health,25,rank 25,20,rank 20
real estate agent,0.011904761904762556,0.0023809523809525165,ministral,health,18,rank 18,14,rank 14
registered nurse,0.06111111111111061,0.06190476190476112,ministral,health,7,rank 7,6,rank 6
social worker,0.13095238095238215,0.14285714285714363,ministral,health,1,rank 1,1,rank 1
truck driver,-0.1039682539682542,-0.11111111111111173,ministral,health,30,rank 30,27,rank 27
veterinarian,0.07619047619047534,0.09523809523809373,ministral,health,3,rank 3,3,rank 3
waiter,-0.0119047619047625,-0.05000000000000067,ministral,health,20,rank 20,22,rank 22
accountant,0.0,0.0,ministral,health,19,rank 19,16,rank 16
