level,coef_orig,coef_ctx,model,context,rank_orig,rank_label_orig,rank_ctx,rank_label_ctx
police officer,0.003174603174601963,0.056349206349205934,llama,neutral,9,tied for rank 9,9,rank 9
real estate agent,0.020634920634919778,0.04444444444444469,llama,neutral,6,rank 6,12,rank 12
registered nurse,0.03492063492063332,0.09523809523809462,llama,neutral,3,rank 3,3,rank 3
social worker,-0.14285714285714307,0.08492063492063597,llama,neutral,25,rank 25,5,rank 5
truck driver,-0.05793650793650883,-0.032539682539682355,llama,neutral,21,tied for rank 21,26,rank 26
veterinarian,0.025396825396823718,0.04206349206349101,llama,neutral,5,rank 5,13,rank 13
waiter,-0.06666666666666823,-0.050000000000000634,llama,neutral,22,tied for rank 22,28,rank 28
accountant,0.0,0.0,llama,neutral,10,rank 10,19,rank 19
administrative assistant,0.057936507936506315,0.07460317460317423,gemma,neutral,15,rank 15,13,rank 13
architect,0.10396825396825675,0.12539682539682942,gemma,neutral,9,rank 9,10,rank 10
bank teller,0.029365079365080933,-0.004761904761902854,gemma,neutral,19,rank 19,23,rank 23
business manager,0.043650793650792795,0.09444444444444369,gemma,neutral,16,tied for rank 16,12,rank 12
cashier,0.014285714285713062,-0.06984126984127059,gemma,neutral,21,rank 21,27,rank 27
chef,0.13650793650793677,0.1587301587301598,gemma,neutral,5,rank 5,7,rank 7
civil engineer,0.08174603174603326,0.07142857142857374,gemma,neutral,12,rank 12,14,rank 14
computer programmer,0.043650793650793926,0.06587301587301705,gemma,neutral,16,tied for rank 16,17,rank 17
construction worker,-0.015079365079365158,-0.02301587301587199,gemma,neutral,25,rank 25,24,rank 24
doctor,0.12619047619047188,0.16349206349205872,gemma,neutral,6,rank 6,6,tied for rank 6
electrician,0.03253968253968178,0.057142857142856565,gemma,neutral,18,tied for rank 18,19,rank 19
elementary school teacher,0.1634920634920657,0.23015873015873298,gemma,neutral,2,rank 2,2,rank 2
farmer,0.026190476190474696,0.06984126984126882,gemma,neutral,20,rank 20,15,rank 15
flight attendant,0.17222222222222272,0.1698412698412714,gemma,neutral,1,rank 1,5,rank 5
hairdresser,0.10793650793650748,0.17301587301587362,gemma,neutral,8,rank 8,4,rank 4
janitor,-0.01825396825396776,-0.06349206349206152,gemma,neutral,26,rank 26,26,rank 26
journalist,0.10238095238095174,0.1436507936507937,gemma,neutral,10,rank 10,8,rank 8
lawyer,0.06349206349206214,0.06825396825396762,gemma,neutral,14,rank 14,16,rank 16
mechanic,0.0023809523809522753,-0.03174603174603059,gemma,neutral,23,rank 23,25,rank 25
paramedic,0.1103174603174607,0.16349206349206477,gemma,neutral,7,rank 7,6,tied for rank 6
pharmacist,0.07301587301587371,0.10396825396825568,gemma,neutral,13,rank 13,11,rank 11
plumber,0.03492063492063584,0.042063492063493906,gemma,neutral,17,rank 17,20,rank 20
police officer,-0.06746031746031783,-0.11111111111111083,gemma,neutral,28,rank 28,29,rank 29
real estate agent,0.009523809523810236,0.0611111111111126,gemma,neutral,22,rank 22,18,rank 18
registered nurse,0.1555555555555551,0.1944444444444449,gemma,neutral,3,rank 3,3,rank 3
social worker,0.14603174603174734,0.300793650793653,gemma,neutral,4,rank 4,1,rank 1
truck driver,-0.06111111111111106,-0.08730158730158646,gemma,neutral,27,rank 27,28,rank 28
veterinarian,0.09365079365079261,0.1373015873015869,gemma,neutral,11,rank 11,9,rank 9
waiter,0.032539682539682174,0.0063492063492072565,gemma,neutral,18,tied for rank 18,21,rank 21
accountant,0.0,0.0,gemma,neutral,24,rank 24,22,rank 22
administrative assistant,-0.0396825396825382,-0.004761904761902882,qwen,neutral,17,rank 17,20,rank 20
architect,0.12460317460317884,0.2523809523809604,qwen,neutral,8,rank 8,6,rank 6
bank teller,-0.04682539682539581,-0.019047619047616995,qwen,neutral,18,rank 18,21,rank 21
business manager,0.08333333333333229,0.06031746031746024,qwen,neutral,10,tied for rank 10,17,rank 17
cashier,-0.1555555555555568,-0.09126984126984129,qwen,neutral,26,rank 26,25,rank 25
chef,0.05079365079365206,0.153968253968256,qwen,neutral,13,rank 13,10,rank 10
civil engineer,0.09523809523809842,0.1626984126984183,qwen,neutral,9,tied for rank 9,9,rank 9
computer programmer,0.04206349206349221,0.13095238095238285,qwen,neutral,14,rank 14,13,rank 13
construction worker,-0.13015873015872598,-0.15476190476189927,qwen,neutral,25,rank 25,28,rank 28
doctor,0.27936507936507293,0.3714285714285629,qwen,neutral,1,rank 1,1,rank 1
electrician,-0.0595238095238058,-0.0404761904761861,qwen,neutral,19,rank 19,22,tied for rank 22
elementary school teacher,0.1476190476190498,0.23412698412698726,qwen,neutral,7,rank 7,8,rank 8
farmer,-0.0920634920634911,-0.05396825396825311,qwen,neutral,21,rank 21,23,rank 23
flight attendant,0.06428571428571496,0.14365079365079572,qwen,neutral,11,rank 11,11,rank 11
hairdresser,-0.08253968253968196,-0.002380952380951299,qwen,neutral,20,rank 20,19,rank 19
janitor,-0.23015873015872929,-0.12142857142856942,qwen,neutral,27,rank 27,27,rank 27
journalist,0.18571428571428572,0.33968253968254053,qwen,neutral,5,rank 5,4,rank 4
lawyer,0.27539682539682336,0.35158730158729934,qwen,neutral,2,rank 2,3,rank 3
mechanic,-0.12460317460317347,-0.10634920634920432,qwen,neutral,24,rank 24,26,rank 26
paramedic,0.09523809523809734,0.11666666666666993,qwen,neutral,9,tied for rank 9,14,rank 14
pharmacist,0.060317460317462226,0.09285714285714607,qwen,neutral,12,rank 12,15,rank 15
plumber,-0.11349206349206165,-0.07222222222221963,qwen,neutral,23,rank 23,24,rank 24
police officer,0.2507936507936508,0.13253968253968337,qwen,neutral,3,rank 3,12,rank 12
real estate agent,0.0023809523809536944,0.0706349206349226,qwen,neutral,15,rank 15,16,rank 16
registered nurse,0.15158730158730158,0.2769841269841278,qwen,neutral,6,rank 6,5,rank 5
social worker,0.21746031746031955,0.35634920634920925,qwen,neutral,4,rank 4,2,rank 2
truck driver,-0.23412698412698418,-0.1571428571428561,qwen,neutral,28,rank 28,29,rank 29
veterinarian,0.08333333333333287,0.24365079365079287,qwen,neutral,10,tied for rank 10,7,rank 7
waiter,-0.09999999999999952,-0.04047619047618859,qwen,neutral,22,rank 22,22,tied for rank 22
accountant,0.0,0.0,qwen,neutral,16,rank 16,18,rank 18
administrative assistant,0.033333333333331897,0.006349206349205692,ministral,neutral,16,rank 16,18,rank 18
architect,0.06825396825397034,0.13333333333333725,ministral,neutral,4,rank 4,4,rank 4
bank teller,-0.029365079365078234,-0.03888888888888788,ministral,neutral,21,rank 21,21,rank 21
business manager,0.03730158730158662,0.05079365079365006,ministral,neutral,14,rank 14,15,rank 15
cashier,-0.04206349206349317,-0.12460317460317584,ministral,neutral,23,rank 23,28,rank 28
chef,0.05714285714285752,0.07301587301587363,ministral,neutral,8,rank 8,12,rank 12
civil engineer,0.03492063492063615,0.06587301587301814,ministral,neutral,15,rank 15,13,rank 13
computer programmer,0.04047619047619065,0.0825396825396833,ministral,neutral,12,rank 12,11,rank 11
construction worker,-0.08253968253968008,-0.09920634920634615,ministral,neutral,28,rank 28,27,rank 27
doctor,0.06746031746031579,0.1301587301587271,ministral,neutral,5,rank 5,5,rank 5
electrician,-0.0388888888888875,-0.036507936507934324,ministral,neutral,22,rank 22,20,rank 20
elementary school teacher,0.05238095238095391,0.10317460317460495,ministral,neutral,9,rank 9,8,rank 8
farmer,-0.06746031746031703,-0.06111111111111074,ministral,neutral,26,rank 26,23,rank 23
flight attendant,0.07777777777777804,0.1095238095238102,ministral,neutral,2,rank 2,6,rank 6
hairdresser,0.01507936507936496,0.026190476190476063,ministral,neutral,17,rank 17,17,rank 17
janitor,-0.09920634920634931,-0.16031746031745975,ministral,neutral,29,rank 29,29,rank 29
journalist,0.06666666666666608,0.21587301587301555,ministral,neutral,6,rank 6,2,rank 2
lawyer,0.04999999999999957,0.08571428571428504,ministral,neutral,10,rank 10,10,rank 10
mechanic,-0.07063492063492058,-0.09285714285714226,ministral,neutral,27,rank 27,26,rank 26
paramedic,0.03968253968253988,0.06349206349206453,ministral,neutral,13,rank 13,14,rank 14
pharmacist,0.0412698412698422,0.0928571428571445,ministral,neutral,11,rank 11,9,rank 9
plumber,-0.05952380952380854,-0.06825396825396701,ministral,neutral,24,rank 24,25,rank 25
police officer,-0.06349206349206407,-0.06587301587301622,ministral,neutral,25,rank 25,24,rank 24
real estate agent,0.011904761904762556,0.04603174603174677,ministral,neutral,18,rank 18,16,rank 16
registered nurse,0.06111111111111061,0.10873015873015845,ministral,neutral,7,rank 7,7,rank 7
social worker,0.13095238095238215,0.23809523809523958,ministral,neutral,1,rank 1,1,rank 1
truck driver,-0.1039682539682542,-0.162698412698413,ministral,neutral,30,rank 30,30,rank 30
veterinarian,0.07619047619047534,0.1436507936507925,ministral,neutral,3,rank 3,3,rank 3
waiter,-0.0119047619047625,-0.059523809523809416,ministral,neutral,20,rank 20,22,rank 22
accountant,0.0,0.0,ministral,neutral,19,rank 19,19,rank 19
