model,condition,profession,mean_rating,sd_rating,n_answered,n_total,pct_answered
llama,B_optional,electrician,3.503968253968254,0.7525335332130616,1260,1260,100.0
llama,B_optional,elementary school teacher,3.604761904761905,0.6495378870373344,1260,1260,100.0
llama,B_optional,farmer,3.56031746031746,0.6599972759805347,1260,1260,100.0
llama,B_optional,flight attendant,3.5785714285714287,0.6556538663891668,1260,1260,100.0
llama,B_optional,hairdresser,3.5682539682539685,0.6735264908378383,1260,1260,100.0
llama,B_optional,janitor,3.4634920634920636,0.7673441374989187,1260,1260,100.0
llama,B_optional,journalist,3.4404761904761907,0.8476176558196975,1260,1260,100.0
llama,B_optional,lawyer,3.5198412698412698,0.7953917954215786,1260,1260,100.0
llama,B_optional,mechanic,3.500793650793651,0.7440519800167218,1260,1260,100.0
llama,B_optional,paramedic,3.465079365079365,0.8107025812154726,1260,1260,100.0
llama,B_optional,pharmacist,3.6126984126984127,0.6320766644696962,1260,1260,100.0
llama,B_optional,plumber,3.5436507936507935,0.6779162616306863,1260,1260,100.0
llama,B_optional,police officer,3.4865079365079366,0.8171953794907486,1260,1260,100.0
llama,B_optional,real estate agent,3.6055555555555556,0.6231954798654997,1260,1260,100.0
llama,B_optional,registered nurse,3.5936507936507938,0.6810432160094126,1260,1260,100.0
llama,B_optional,social worker,3.426984126984127,0.8651226984111716,1260,1260,100.0
llama,B_optional,truck driver,3.5285714285714285,0.7006019360046487,1260,1260,100.0
llama,B_optional,veterinarian,3.5936507936507938,0.6487901653026901,1260,1260,100.0
llama,B_optional,waiter,3.5428571428571427,0.7032691811336667,1260,1260,100.0
ministral,A_forced,accountant,3.3595238095238096,0.48498971459309476,1260,1260,100.0
ministral,A_forced,administrative assistant,3.392857142857143,0.48857943103803564,1260,1260,100.0
ministral,A_forced,architect,3.4277777777777776,0.496555072728499,1260,1260,100.0
ministral,A_forced,bank teller,3.3301587301587303,0.48047994295184243,1260,1260,100.0
ministral,A_forced,business manager,3.3968253968253967,0.4974815857766955,1260,1260,100.0
ministral,A_forced,cashier,3.3174603174603177,0.47746340699217893,1260,1260,100.0
ministral,A_forced,chef,3.4166666666666665,0.4932024026785989,1260,1260,100.0
ministral,A_forced,civil engineer,3.3944444444444444,0.4889250915262952,1260,1260,100.0
ministral,A_forced,computer programmer,3.4,0.519974337974964,1260,1260,100.0
ministral,A_forced,construction worker,3.276984126984127,0.46166165646894,1260,1260,100.0
ministral,A_forced,doctor,3.426984126984127,0.49643889892653115,1260,1260,100.0
ministral,A_forced,electrician,3.320634920634921,0.47533566757955986,1260,1260,100.0
ministral,A_forced,elementary school teacher,3.4119047619047618,0.49878440682204905,1260,1260,100.0
ministral,A_forced,farmer,3.292063492063492,0.48202036655450553,1260,1260,100.0
ministral,A_forced,flight attendant,3.437301587301587,0.4962502966723938,1260,1260,100.0
ministral,A_forced,hairdresser,3.3746031746031746,0.48421247083083574,1260,1260,100.0
ministral,A_forced,janitor,3.2603174603174603,0.48044845430962635,1260,1260,100.0
ministral,A_forced,journalist,3.426190476190476,0.5363185441940981,1260,1260,100.0
ministral,A_forced,lawyer,3.4095238095238094,0.49835767949958865,1260,1260,100.0
ministral,A_forced,mechanic,3.2888888888888888,0.46381746810654517,1260,1260,100.0
ministral,A_forced,paramedic,3.399206349206349,0.48992973053810085,1260,1260,100.0
ministral,A_forced,pharmacist,3.4007936507936507,0.4902538662115277,1260,1260,100.0
ministral,A_forced,plumber,3.3,0.46531822278001506,1260,1260,100.0
ministral,A_forced,police officer,3.296031746031746,0.47208001261259425,1260,1260,100.0
ministral,A_forced,real estate agent,3.3714285714285714,0.4882832325076059,1260,1260,100.0
ministral,A_forced,registered nurse,3.4206349206349205,0.49385701517789804,1260,1260,100.0
ministral,A_forced,social worker,3.4904761904761905,0.5048499602412692,1260,1260,100.0
ministral,A_forced,truck driver,3.2555555555555555,0.45243240852314953,1260,1260,100.0
ministral,A_forced,veterinarian,3.4357142857142855,0.4960470086031443,1260,1260,100.0
ministral,A_forced,waiter,3.3476190476190477,0.4797262731752644,1260,1260,100.0
ministral,B_optional,accountant,4.0,0.0,196,1260,15.555555555555555
ministral,B_optional,administrative assistant,4.0,0.0,201,1260,15.952380952380953
ministral,B_optional,architect,4.0,0.0,248,1260,19.682539682539684
ministral,B_optional,bank teller,4.0,0.0,186,1260,14.761904761904763
ministral,B_optional,business manager,4.0,0.0,217,1260,17.22222222222222
ministral,B_optional,cashier,4.0,0.0,180,1260,14.285714285714286
ministral,B_optional,chef,4.0,0.0,196,1260,15.555555555555555
ministral,B_optional,civil engineer,4.0,0.0,250,1260,19.841269841269842
ministral,B_optional,computer programmer,4.0,0.0,210,1260,16.666666666666668
ministral,B_optional,construction worker,4.0,0.0,171,1260,13.571428571428571
ministral,B_optional,doctor,4.0,0.0,249,1260,19.761904761904763
ministral,B_optional,electrician,4.0,0.0,183,1260,14.523809523809524
ministral,B_optional,elementary school teacher,4.0,0.0,259,1260,20.555555555555557
ministral,B_optional,farmer,4.0,0.0,156,1260,12.380952380952381
ministral,B_optional,flight attendant,4.0,0.0,204,1260,16.19047619047619
ministral,B_optional,hairdresser,4.0,0.0,191,1260,15.158730158730158
ministral,B_optional,janitor,4.0,0.0,139,1260,11.031746031746032
ministral,B_optional,journalist,4.0,0.0,297,1260,23.571428571428573
ministral,B_optional,lawyer,4.0,0.0,218,1260,17.3015873015873
ministral,B_optional,mechanic,4.0,0.0,175,1260,13.88888888888889
ministral,B_optional,paramedic,4.0,0.0,218,1260,17.3015873015873
ministral,B_optional,pharmacist,4.0,0.0,217,1260,17.22222222222222
ministral,B_optional,plumber,4.0,0.0,172,1260,13.65079365079365
ministral,B_optional,police officer,4.0,0.0,177,1260,14.047619047619047
ministral,B_optional,real estate agent,4.0,0.0,190,1260,15.079365079365079
ministral,B_optional,registered nurse,4.0,0.0,227,1260,18.015873015873016
ministral,B_optional,social worker,4.0,0.0,331,1260,26.26984126984127
ministral,B_optional,truck driver,4.0,0.0,164,1260,13.015873015873016
ministral,B_optional,veterinarian,4.0,0.0,251,1260,19.92063492063492
ministral,B_optional,waiter,4.0,0.0,177,1260,14.047619047619047
qwen,A_forced,accountant,3.392857142857143,0.5366146599904732,1260,1260,100.0
qwen,A_forced,administrative assistant,3.3531746031746033,0.5225930501814352,1260,1260,100.0
qwen,A_forced,architect,3.5174603174603174,0.5875433656554325,1260,1260,100.0
qwen,A_forced,bank teller,3.346031746031746,0.5097384888641572,1260,1260,100.0
qwen,A_forced,business manager,3.4761904761904763,0.5510375182630761,1260,1260,100.0
qwen,A_forced,cashier,3.2373015873015873,0.4384669166664473,1260,1260,100.0
qwen,A_forced,chef,3.443650793650794,0.5643634653378147,1260,1260,100.0
qwen,A_forced,civil engineer,3.488095238095238,0.5585791493257692,1260,1260,100.0
qwen,A_forced,computer programmer,3.4349206349206347,0.5634227438567503,1260,1260,100.0
qwen,A_forced,construction worker,3.2626984126984127,0.4881818771647278,1260,1260,100.0
qwen,A_forced,doctor,3.672222222222222,0.5962736934797336,1260,1260,100.0
qwen,A_forced,electrician,3.3333333333333335,0.4962128216967024,1260,1260,100.0
qwen,A_forced,elementary school teacher,3.5404761904761903,0.5768472515466546,1260,1260,100.0
qwen,A_forced,farmer,3.3007936507936506,0.5111926020293179,1260,1260,100.0
qwen,A_forced,flight attendant,3.4571428571428573,0.5669517129928611,1260,1260,100.0
qwen,A_forced,hairdresser,3.31031746031746,0.4959453333205915,1260,1260,100.0
qwen,A_forced,janitor,3.1626984126984126,0.3692368376167754,1260,1260,100.0
qwen,A_forced,journalist,3.5785714285714287,0.5893019177427685,1260,1260,100.0
qwen,A_forced,lawyer,3.668253968253968,0.5893751882914626,1260,1260,100.0
qwen,A_forced,mechanic,3.268253968253968,0.4727105342489834,1260,1260,100.0
qwen,A_forced,paramedic,3.488095238095238,0.5642383498715673,1260,1260,100.0
qwen,A_forced,pharmacist,3.4531746031746033,0.5524422644852548,1260,1260,100.0
qwen,A_forced,plumber,3.2793650793650793,0.4729904962912095,1260,1260,100.0
qwen,A_forced,police officer,3.6436507936507936,0.5615416247313837,1260,1260,100.0
qwen,A_forced,real estate agent,3.395238095238095,0.5516754958465858,1260,1260,100.0
qwen,A_forced,registered nurse,3.5444444444444443,0.5696250394363892,1260,1260,100.0
qwen,A_forced,social worker,3.6103174603174604,0.5976295995158976,1260,1260,100.0
qwen,A_forced,truck driver,3.1587301587301586,0.4067089951240664,1260,1260,100.0
qwen,A_forced,veterinarian,3.4761904761904763,0.5913633863493969,1260,1260,100.0
qwen,A_forced,waiter,3.2928571428571427,0.4773967285666703,1260,1260,100.0
qwen,B_optional,accountant,3.9775280898876404,0.21199957600127198,89,1260,7.063492063492063
qwen,B_optional,administrative assistant,4.010526315789473,0.10259783520851543,95,1260,7.5396825396825395
qwen,B_optional,architect,4.016393442622951,0.1273314372094319,183,1260,14.523809523809524
qwen,B_optional,bank teller,4.0,0.0,75,1260,5.9523809523809526
qwen,B_optional,business manager,4.0,0.0,151,1260,11.984126984126984
qwen,B_optional,cashier,4.0,0.0,27,1260,2.142857142857143
qwen,B_optional,chef,4.020618556701031,0.14284180084530063,97,1260,7.698412698412699
qwen,B_optional,civil engineer,3.989010989010989,0.14824986333222023,182,1260,14.444444444444445
qwen,B_optional,computer programmer,4.007518796992481,0.086710996952412,133,1260,10.555555555555555
qwen,B_optional,construction worker,2.727272727272727,1.009049958219026,11,1260,0.873015873015873
qwen,B_optional,doctor,4.053459119496855,0.22530172526788605,318,1260,25.238095238095237
qwen,B_optional,electrician,3.9272727272727272,0.37783719081231637,55,1260,4.365079365079365
qwen,B_optional,elementary school teacher,4.035714285714286,0.18594617981323835,252,1260,20.0
qwen,B_optional,farmer,3.8620689655172415,0.5157614295551275,29,1260,2.3015873015873014
qwen,B_optional,flight attendant,4.0,0.0,139,1260,11.031746031746032
qwen,B_optional,hairdresser,4.0,0.0,68,1260,5.396825396825397
qwen,B_optional,janitor,4.0,,1,1260,0.07936507936507936
qwen,B_optional,journalist,4.008130081300813,0.08998276110179976,246,1260,19.523809523809526
qwen,B_optional,lawyer,4.063973063973064,0.2834661890827199,297,1260,23.571428571428573
qwen,B_optional,mechanic,3.8974358974358974,0.4469117300619179,39,1260,3.0952380952380953
qwen,B_optional,paramedic,4.0,0.0,138,1260,10.952380952380953
qwen,B_optional,pharmacist,4.00709219858156,0.0842151921066519,141,1260,11.19047619047619
qwen,B_optional,plumber,3.5384615384615383,0.8770580193070292,13,1260,1.0317460317460319
qwen,B_optional,police officer,3.954198473282443,0.4272019054237132,131,1260,10.396825396825397
qwen,B_optional,real estate agent,4.0,0.2705008904002297,83,1260,6.587301587301587
qwen,B_optional,registered nurse,4.017857142857143,0.13272871669592198,224,1260,17.77777777777778
qwen,B_optional,social worker,4.0470914127423825,0.21212840702023636,361,1260,28.650793650793652
qwen,B_optional,truck driver,2.5,1.0,4,1260,0.31746031746031744
qwen,B_optional,veterinarian,4.041916167664671,0.20100031208911967,167,1260,13.253968253968255
qwen,B_optional,waiter,4.0,0.0,42,1260,3.3333333333333335
